1.0 NONTERMINAL NP+ADVP
254.0 NONTERMINAL VP+VERB
65.0 NONTERMINAL SBAR
3405.0 NONTERMINAL SBARQ
81.0 NONTERMINAL ADJP
30.0 NONTERMINAL WHADVP
1808.0 NONTERMINAL DET
1.0 NONTERMINAL S+VP+VERB
2.0 NONTERMINAL NP+QP
2.0 NONTERMINAL NP+S
11.0 NONTERMINAL SBAR+S
3.0 NONTERMINAL NP+X
3.0 NONTERMINAL NP+NP
251.0 NONTERMINAL SQ+VP
68.0 NONTERMINAL CONJ
569.0 NONTERMINAL WHNP
301.0 NONTERMINAL WHADVP+ADV
85.0 NONTERMINAL S
1.0 NONTERMINAL NX
1024.0 NONTERMINAL PP
3852.0 NONTERMINAL NOUN
4.0 NONTERMINAL NP+ADJ
27.0 NONTERMINAL PRT+PRT
280.0 NONTERMINAL PRT
1.0 NONTERMINAL WHNP+WHNP
2032.0 NONTERMINAL .
1.0 NONTERMINAL PP+NOUN
24.0 NONTERMINAL WHPP
103.0 NONTERMINAL NUM
50.0 NONTERMINAL NP+NUM
4813.0 NONTERMINAL NP
90.0 NONTERMINAL S+VP
25.0 NONTERMINAL NP+DET
244.0 NONTERMINAL ADV
16.0 NONTERMINAL VP+NOUN
19.0 NONTERMINAL ADJP+ADJ
1010.0 NONTERMINAL ADP
1.0 NONTERMINAL NP+PP
1.0 NONTERMINAL PP+PP+ADP
2.0 NONTERMINAL ADVP+ADJ
803.0 NONTERMINAL VP
6.0 NONTERMINAL PP+PRT
817.0 NONTERMINAL WHNP+PRON
2349.0 NONTERMINAL VERB
1.0 NONTERMINAL NP+S+VP
17.0 NONTERMINAL X
656.0 NONTERMINAL NP+NOUN
916.0 NONTERMINAL ADJ
14.0 NONTERMINAL ADVP
10.0 NONTERMINAL SBAR+S+VP
7.0 NONTERMINAL QP
23.0 NONTERMINAL WHNP+DET
2081.0 NONTERMINAL SQ
38.0 NONTERMINAL ADVP+ADV
2.0 NONTERMINAL NP+VERB
124.0 NONTERMINAL WHADJP
114.0 NONTERMINAL NP+PRON
73.0 NONTERMINAL PRON
1.0 NONTERMINAL NP+SBAR+S
1.0 NONTERMINAL VP+S+VP
1.0 NONTERMINAL SBAR+VP
113.0 NONTERMINAL PP+ADP
0.0416666666667 BINARYRULE_FREQ WHPP PRT WHNP+PRON
0.1 BINARYRULE_FREQ WHADVP ADV PP
0.00124533001245 BINARYRULE_FREQ VP VERB NP+S+VP
0.0029296875 BINARYRULE_FREQ PP ADP NP+ADJ
0.0351493848858 BINARYRULE_FREQ WHNP WHNP PP
0.00398406374502 BINARYRULE_FREQ SQ+VP ADVP VP
0.000293685756241 BINARYRULE_FREQ SBARQ WHNP SQ+VP
0.00124533001245 BINARYRULE_FREQ VP NP ADVP+ADJ
0.037037037037 BINARYRULE_FREQ ADJP ADV ADJP
0.0351493848858 BINARYRULE_FREQ WHNP WHADJP NP
0.00872636609183 BINARYRULE_FREQ NP PRON NOUN
0.000293685756241 BINARYRULE_FREQ SBARQ NP .
0.0012466237274 BINARYRULE_FREQ NP ADV NP
0.00124533001245 BINARYRULE_FREQ VP CONJ VP+VERB
0.00528592023066 BINARYRULE_FREQ SQ NP PP+ADP
0.00398406374502 BINARYRULE_FREQ SQ+VP VERB SBAR
0.0149439601494 BINARYRULE_FREQ VP VERB SBAR
0.0009765625 BINARYRULE_FREQ PP ADP NP+PRON
0.000415541242468 BINARYRULE_FREQ NP NP+NOUN SBAR
0.0153846153846 BINARYRULE_FREQ SBAR WHNP+DET VP
0.009765625 BINARYRULE_FREQ PP PRT NP+NOUN
0.184308841843 BINARYRULE_FREQ VP VERB NP
0.00124533001245 BINARYRULE_FREQ VP PP+PRT PP
0.000961076405574 BINARYRULE_FREQ SQ VERB ADVP
0.000207770621234 BINARYRULE_FREQ NP ADJP ADVP
0.00124533001245 BINARYRULE_FREQ VP VERB ADVP+ADJ
0.000207770621234 BINARYRULE_FREQ NP NP NP+PP
0.1 BINARYRULE_FREQ WHADVP ADV ADJ
1.0 BINARYRULE_FREQ NP+PP PP PP
0.0123456790123 BINARYRULE_FREQ ADJP X .
0.00144161460836 BINARYRULE_FREQ SQ NP+NOUN SQ
0.000207770621234 BINARYRULE_FREQ NP ADJP+ADJ NP
0.00124533001245 BINARYRULE_FREQ VP NP+NOUN VP
1.0 BINARYRULE_FREQ NP+S+VP VERB VP
0.141176470588 BINARYRULE_FREQ S NP+PRON VP
0.0123456790123 BINARYRULE_FREQ ADJP ADJ PP+PRT
0.0009765625 BINARYRULE_FREQ PP PRT VP
0.00124533001245 BINARYRULE_FREQ VP VERB NP+QP
0.000415541242468 BINARYRULE_FREQ NP X X
0.00124533001245 BINARYRULE_FREQ VP NP PP+NOUN
0.000207770621234 BINARYRULE_FREQ NP NP NX
0.0123456790123 BINARYRULE_FREQ ADJP ADV VERB
0.000831082484937 BINARYRULE_FREQ NP QP NOUN
0.0671099106586 BINARYRULE_FREQ NP NOUN NP
0.333333333333 BINARYRULE_FREQ NP+NP NP PP
0.0403225806452 BINARYRULE_FREQ WHADJP ADV ADV
0.00623311863702 BINARYRULE_FREQ NP NP SBAR
0.0909090909091 BINARYRULE_FREQ SBAR+S NP S
0.0390625 BINARYRULE_FREQ PP ADP NP+NUM
0.00587371512482 BINARYRULE_FREQ SBARQ WHPP SBARQ
0.0831130690162 BINARYRULE_FREQ SBARQ WHADVP+ADV SBARQ
0.00353210056098 BINARYRULE_FREQ NP . NOUN
0.0286723457303 BINARYRULE_FREQ NP NP NP
0.000207770621234 BINARYRULE_FREQ NP NUM .
0.000207770621234 BINARYRULE_FREQ NP NP NP+ADVP
0.00249066002491 BINARYRULE_FREQ VP NP NP
0.00124533001245 BINARYRULE_FREQ VP NOUN NP
0.0470588235294 BINARYRULE_FREQ S VP S
0.00124533001245 BINARYRULE_FREQ VP PRT+PRT SBAR
0.00373599003736 BINARYRULE_FREQ VP VERB ADJP+ADJ
0.00351493848858 BINARYRULE_FREQ WHNP WHADJP WHNP
0.00527240773286 BINARYRULE_FREQ WHNP PRON WHNP
0.00747198007472 BINARYRULE_FREQ VP PRT VP
0.0572851805729 BINARYRULE_FREQ VP NP PP
1.0 BINARYRULE_FREQ SBAR+VP PRT VP
0.00249066002491 BINARYRULE_FREQ VP . PP
0.00124533001245 BINARYRULE_FREQ VP VP+VERB VP
0.00166216496987 BINARYRULE_FREQ NP CONJ NP+NOUN
0.285714285714 BINARYRULE_FREQ QP ADP NUM
0.000623311863702 BINARYRULE_FREQ NP X .
0.00175746924429 BINARYRULE_FREQ WHNP WHNP NP+NOUN
0.00124533001245 BINARYRULE_FREQ VP NP VERB
0.0826525708794 BINARYRULE_FREQ SQ NP VP+VERB
0.0333333333333 BINARYRULE_FREQ S+VP VERB ADJP+ADJ
0.0111111111111 BINARYRULE_FREQ S+VP VERB NP+NP
0.000587371512482 BINARYRULE_FREQ SBARQ WHADVP+ADV SQ
0.000207770621234 BINARYRULE_FREQ NP . DET
0.5 BINARYRULE_FREQ NP+QP ADJ QP
0.00175746924429 BINARYRULE_FREQ WHNP DET S
0.00175746924429 BINARYRULE_FREQ WHNP WHADJP PP
0.00249066002491 BINARYRULE_FREQ VP CONJ VERB
0.00124533001245 BINARYRULE_FREQ VP VERB ADVP
0.00581757739456 BINARYRULE_FREQ NP NP+NOUN NP
0.0123456790123 BINARYRULE_FREQ ADJP ADJ PP+ADP
0.00311655931851 BINARYRULE_FREQ NP NOUN NUM
0.00124533001245 BINARYRULE_FREQ VP NOUN NP+NOUN
1.0 BINARYRULE_FREQ VP+S+VP PRT VP
0.000831082484937 BINARYRULE_FREQ NP NP+NOUN VP
0.20987654321 BINARYRULE_FREQ ADJP ADV ADJ
0.000480538202787 BINARYRULE_FREQ SQ ADV VP
0.000207770621234 BINARYRULE_FREQ NP NP+NUM PP
0.00124533001245 BINARYRULE_FREQ VP NP+PRON PP
0.0714285714286 BINARYRULE_FREQ ADVP CONJ ADV
0.0009765625 BINARYRULE_FREQ PP NP PP
0.152941176471 BINARYRULE_FREQ S NP VP
0.0333333333333 BINARYRULE_FREQ S+VP . VP
0.0617283950617 BINARYRULE_FREQ ADJP . ADJP
0.323076923077 BINARYRULE_FREQ SBAR ADP S
0.000480538202787 BINARYRULE_FREQ SQ NP NP+VERB
0.00192215281115 BINARYRULE_FREQ SQ NP ADJP+ADJ
0.000207770621234 BINARYRULE_FREQ NP ADJ .
1.0 BINARYRULE_FREQ NP+S NP VP
0.000415541242468 BINARYRULE_FREQ NP NP ADJP
0.0038443056223 BINARYRULE_FREQ SQ ADVP+ADV VP
0.000480538202787 BINARYRULE_FREQ SQ VP SBAR
0.00175746924429 BINARYRULE_FREQ WHNP WHNP NP
0.00934967795554 BINARYRULE_FREQ NP NUM NOUN
0.0714285714286 BINARYRULE_FREQ ADVP ADVP PP
0.000480538202787 BINARYRULE_FREQ SQ VP+VERB SQ
0.00192215281115 BINARYRULE_FREQ SQ NP SBAR
0.000207770621234 BINARYRULE_FREQ NP NOUN X
0.142857142857 BINARYRULE_FREQ QP ADJ QP
0.0705882352941 BINARYRULE_FREQ S NP+NOUN VP
0.00249324745481 BINARYRULE_FREQ NP ADJP NP
0.00702987697715 BINARYRULE_FREQ WHNP DET WHNP
0.000207770621234 BINARYRULE_FREQ NP . S+VP
0.000881057268722 BINARYRULE_FREQ SBARQ PP SBARQ
0.000293685756241 BINARYRULE_FREQ SBARQ SQ+VP SBARQ
0.101933216169 BINARYRULE_FREQ WHNP WHADJP NOUN
0.000415541242468 BINARYRULE_FREQ NP NOUN SBAR
0.0769230769231 BINARYRULE_FREQ SBAR WHNP+PRON S+VP
0.00351493848858 BINARYRULE_FREQ WHNP ADV ADJ
0.0119521912351 BINARYRULE_FREQ SQ+VP VERB S+VP
0.0666666666667 BINARYRULE_FREQ WHADVP WHADVP PP
0.0617283950617 BINARYRULE_FREQ ADJP ADJ ADJP
0.0149439601494 BINARYRULE_FREQ VP NP+NOUN PP
0.00249066002491 BINARYRULE_FREQ VP NP+PRON NP
0.00878734622144 BINARYRULE_FREQ WHNP DET NP+NOUN
0.000293685756241 BINARYRULE_FREQ SBARQ VP .
0.000207770621234 BINARYRULE_FREQ NP QP PP
0.000207770621234 BINARYRULE_FREQ NP VERB PP
0.0448784541866 BINARYRULE_FREQ NP ADJ NP
0.0038443056223 BINARYRULE_FREQ SQ NP+NOUN PP+ADP
0.00806451612903 BINARYRULE_FREQ WHADJP ADV ADJP
0.00124533001245 BINARYRULE_FREQ VP VERB PP+PP+ADP
0.142857142857 BINARYRULE_FREQ QP DET NOUN
0.00186993559111 BINARYRULE_FREQ NP DET ADJ
0.000207770621234 BINARYRULE_FREQ NP ADJP NP+NOUN
0.00249066002491 BINARYRULE_FREQ VP . NP
0.0123456790123 BINARYRULE_FREQ ADJP NOUN VERB
0.0009765625 BINARYRULE_FREQ PP ADP NP+VERB
0.0246913580247 BINARYRULE_FREQ ADJP CONJ ADJP
0.00249066002491 BINARYRULE_FREQ VP VERB S
0.333333333333 BINARYRULE_FREQ NP+NP DET NP
0.0149439601494 BINARYRULE_FREQ VP ADVP+ADV VP
0.000207770621234 BINARYRULE_FREQ NP . NP+NUM
0.0298879202989 BINARYRULE_FREQ VP VERB S+VP
0.00351493848858 BINARYRULE_FREQ WHNP WHNP+DET PP
0.0117647058824 BINARYRULE_FREQ S . S
0.005859375 BINARYRULE_FREQ PP ADP PP
0.000207770621234 BINARYRULE_FREQ NP ADJP PP
0.00311655931851 BINARYRULE_FREQ NP . NP+NOUN
0.000480538202787 BINARYRULE_FREQ SQ VERB SBAR+S
0.0823529411765 BINARYRULE_FREQ S NP S
0.000415541242468 BINARYRULE_FREQ NP NP PRT
1.0 BINARYRULE_FREQ NP+ADVP . ADVP
0.0416666666667 BINARYRULE_FREQ WHPP ADP WHNP+PRON
0.00373599003736 BINARYRULE_FREQ VP . VP
0.0222222222222 BINARYRULE_FREQ S+VP VERB NP+NOUN
0.000207770621234 BINARYRULE_FREQ NP PP PP
0.000207770621234 BINARYRULE_FREQ NP PP VP
0.00124533001245 BINARYRULE_FREQ VP NP+NOUN ADVP
0.00249066002491 BINARYRULE_FREQ VP PRT+PRT PP+ADP
0.0246913580247 BINARYRULE_FREQ ADJP ADJ S+VP
0.0769230769231 BINARYRULE_FREQ SBAR WHADVP+ADV S+VP
0.00124533001245 BINARYRULE_FREQ VP VP VP
0.000623311863702 BINARYRULE_FREQ NP DET NUM
0.000415541242468 BINARYRULE_FREQ NP VERB .
0.0009765625 BINARYRULE_FREQ PP PRT NOUN
0.000480538202787 BINARYRULE_FREQ SQ NP+PRON ADJP
0.00249066002491 BINARYRULE_FREQ VP VP NP
0.111111111111 BINARYRULE_FREQ ADJP ADJ ADJ
0.0105448154657 BINARYRULE_FREQ WHNP PRON NOUN
0.000293685756241 BINARYRULE_FREQ SBARQ WHNP+PRON SQ+VP
0.000480538202787 BINARYRULE_FREQ SQ VP+VERB NP
0.00124533001245 BINARYRULE_FREQ VP VP NP+NOUN
0.0336239103362 BINARYRULE_FREQ VP VERB NP+NOUN
0.0597609561753 BINARYRULE_FREQ SQ+VP VERB NP+NOUN
0.0243091626844 BINARYRULE_FREQ NP . NP
0.0470588235294 BINARYRULE_FREQ S NP VP+VERB
0.013455069678 BINARYRULE_FREQ SQ NP+NOUN VP+VERB
0.000207770621234 BINARYRULE_FREQ NP NP S
0.0201537502597 BINARYRULE_FREQ NP NOUN .
0.000207770621234 BINARYRULE_FREQ NP VERB PRT
0.000207770621234 BINARYRULE_FREQ NP ADJ NUM
0.0666666666667 BINARYRULE_FREQ WHADVP ADV WHADVP
0.5 BINARYRULE_FREQ NP+QP DET NUM
0.00390625 BINARYRULE_FREQ PP ADP VP
0.00540203615209 BINARYRULE_FREQ NP NUM NP
0.00249066002491 BINARYRULE_FREQ VP ADVP+ADV VERB
0.288224956063 BINARYRULE_FREQ WHNP DET NP
0.000207770621234 BINARYRULE_FREQ NP ADV .
0.128268991283 BINARYRULE_FREQ VP VERB VP
0.000207770621234 BINARYRULE_FREQ NP PRON .
0.0012466237274 BINARYRULE_FREQ NP X NP
0.0012466237274 BINARYRULE_FREQ NP NP SBAR+S
0.0009765625 BINARYRULE_FREQ PP ADV PP
0.0123456790123 BINARYRULE_FREQ ADJP ADP WHNP+PRON
0.00398406374502 BINARYRULE_FREQ SQ+VP VERB ADVP+ADV
0.000480538202787 BINARYRULE_FREQ SQ VERB NP+X
0.0909090909091 BINARYRULE_FREQ SBAR+S NP+NOUN VP
0.000207770621234 BINARYRULE_FREQ NP PRON PRT
0.000961076405574 BINARYRULE_FREQ SQ NP+X VP+NOUN
0.000587371512482 BINARYRULE_FREQ SBARQ . .
0.000480538202787 BINARYRULE_FREQ SQ NP+NOUN ADVP
0.00124533001245 BINARYRULE_FREQ VP PP VP
0.000415541242468 BINARYRULE_FREQ NP NP+NOUN VP+VERB
0.00124533001245 BINARYRULE_FREQ VP NP VP+S+VP
0.00124533001245 BINARYRULE_FREQ VP . S+VP
1.0 BINARYRULE_FREQ WHNP+WHNP DET NP
0.142857142857 BINARYRULE_FREQ QP DET NUM
0.000480538202787 BINARYRULE_FREQ SQ ADV SQ
0.00186993559111 BINARYRULE_FREQ NP VERB NOUN
0.0153846153846 BINARYRULE_FREQ SBAR WHNP SBAR
0.0123456790123 BINARYRULE_FREQ ADJP . SBAR+S
0.00249066002491 BINARYRULE_FREQ VP ADJ VP
0.482071713147 BINARYRULE_FREQ SQ+VP VERB NP
0.000415541242468 BINARYRULE_FREQ NP NP ADJ
0.0725403817915 BINARYRULE_FREQ SBARQ SQ+VP .
0.0153846153846 BINARYRULE_FREQ SBAR WHADVP+ADV PP
0.214285714286 BINARYRULE_FREQ ADVP ADV PP
0.000415541242468 BINARYRULE_FREQ NP NOUN ADJ
0.142857142857 BINARYRULE_FREQ ADVP ADV ADVP
0.00124533001245 BINARYRULE_FREQ VP ADJP+ADJ PP
0.0807304180682 BINARYRULE_FREQ SQ NP VP
0.00249066002491 BINARYRULE_FREQ VP VP SBAR
0.000623311863702 BINARYRULE_FREQ NP NP .
0.0714285714286 BINARYRULE_FREQ ADVP . ADVP
